,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Oy HooVeeSec Ab,28.01.2015,
1,Y-tunnus,2664234-3,,
2,Kotipaikka,Helsinki,28.01.2015,
3,Yritysmuoto,Osakeyhtiö,28.01.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,28.01.2015,,
6,Viimeisin rekisteröintiajankohta,18.05.2022,18.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,28.01.2015,,
8,Yrityksen tila,Rekisterissä,28.01.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,22.01.2016,
12,Postiosoite,Kuusmiehenkaari 4 C 14  00670  Helsinki  Suomi,,
13,Käyntiosoite,Kuusmiehenkaari 4 C 14  00670  Helsinki  Suomi,,
14,Puhelin,"0504837438, 0400939369",,
15,Sähköposti,pekka.laitinen(a)hooveesec.fi,,
16,Www,http://www.hooveesec.fi,,
