,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Ravitsemusklinikka Henna Rannikko Oy,11.01.2016,
1,Y-tunnus,2734581-8,,
2,Kotipaikka,Helsinki,11.01.2016,
3,Yritysmuoto,Osakeyhtiö,11.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,11.01.2016,,
6,Viimeisin rekisteröintiajankohta,09.05.2023,09.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,11.01.2016,,
8,Yrityksen tila,Rekisterissä,11.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,16.03.2023,
11,Yhteystiedot,,07.12.2022,
12,Postiosoite,c/o Ravitsemusklinikka  Hämeentie 92 D  00550  Helsinki  Suomi,,
13,Käyntiosoite,c/o Ravitsemusklinikka  Hämeentie 92 D  00550  Helsinki  Suomi,,
14,Puhelin,0408442263,,
15,Sähköposti,henna.rannikko(a)ravitsemusklinikka.fi,,
16,Www,http://www.ravitsemusklinikka.fi,,
