,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Formatura Creative Oy,23.10.2015,
1,Y-tunnus,2718990-7,,
2,Kotipaikka,Helsinki,23.10.2015,
3,Yritysmuoto,Osakeyhtiö,23.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,23.10.2015,,
6,Viimeisin rekisteröintiajankohta,30.06.2022,30.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,23.10.2015,,
8,Yrityksen tila,Rekisterissä,23.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,25.03.2020,
11,Yhteystiedot,,07.03.2016,
12,Postiosoite,Lauttasaarentie 29 A 14  00200  Helsinki  Suomi,,
13,Puhelin,0445807272,,
14,Sähköposti,jonatan(a)formatura.org,,
15,Www,http://www.formatura.org,,
