,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kimvestor Oy,03.06.2015,
1,Y-tunnus,2692933-6,,
2,Kotipaikka,Helsinki,03.06.2015,
3,Yritysmuoto,Osakeyhtiö,03.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.06.2015,,
6,Viimeisin rekisteröintiajankohta,07.09.2022,07.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,03.06.2015,,
8,Yrityksen tila,Rekisterissä,03.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,22.04.2022,
11,Yhteystiedot,,05.12.2018,
12,Postiosoite,Erottajankatu 11 A 26  00130  Helsinki  Suomi,,
13,Käyntiosoite,Erottajankatu 11 A 26  00130  Helsinki  Suomi,,
14,Puhelin,0405442321,,
15,Sähköposti,vesa.olkkola(a)kimvestor.fi,,
16,Www,http://www.kimvestor.fi,,
