,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Go Strong Oy,02.04.2015,
1,Y-tunnus,2682149-9,,
2,Kotipaikka,Espoo,02.04.2015,
3,Yritysmuoto,Osakeyhtiö,02.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,02.04.2015,,
6,Viimeisin rekisteröintiajankohta,16.03.2023,16.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,02.04.2015,,
8,Yrityksen tila,Rekisterissä,02.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,16.03.2023,
11,Yhteystiedot,,10.08.2019,
12,Postiosoite,Jänismetsäntie 2  02940  Espoo  Suomi,,
13,Käyntiosoite,Jänismetsäntie 2  02940  Espoo  Suomi,,
14,Sähköposti,martti(a)gostrong.fi,,
15,Www,http://www.gostrong.fi,,
