,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Lapland Reindeer Experience Oy,22.06.2015,
1,Y-tunnus,2696041-3,,
2,Kotipaikka,Inari,22.06.2015,
3,Yritysmuoto,Osakeyhtiö,22.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,22.06.2015,,
6,Viimeisin rekisteröintiajankohta,21.04.2022,21.04.2022,
7,Yrityksen tiedot järjestelmässä alkaen,22.06.2015,,
8,Yrityksen tila,Rekisterissä,22.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,21.06.2021,
11,Yhteystiedot,,03.05.2018,
12,Postiosoite,Juutuanvaarantie 7  99870  Inari  Suomi,,
13,Käyntiosoite,juutuanvaarantie 7  99870  Inari  Suomi,,
14,Sähköposti,griinman(a)gmail.com,,
15,Www,http://www.goahti.com,,
