,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kotohoiva Maarit Kohtanen Oy,25.01.2016,
1,Y-tunnus,2735095-9,,
2,Kotipaikka,Kurikka,25.01.2016,
3,Yritysmuoto,Osakeyhtiö,25.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,25.01.2016,,
6,Viimeisin rekisteröintiajankohta,15.05.2023,15.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,25.01.2016,,
8,Yrityksen tila,Rekisterissä,25.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,15.05.2023,
11,Yhteystiedot,,01.07.2018,
12,Postiosoite,oikotie 4  61600  Jalasjärvi  Suomi,,
13,Puhelin,050 5400169,,
