,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Star Image Oy,15.09.2015,
1,Y-tunnus,2705379-4,,
2,Kotipaikka,Turku,15.09.2015,
3,Yritysmuoto,Osakeyhtiö,15.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,15.09.2015,,
6,Viimeisin rekisteröintiajankohta,20.04.2022,20.04.2022,
7,Yrityksen tiedot järjestelmässä alkaen,15.09.2015,,
8,Yrityksen tila,Rekisterissä,15.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,18.05.2021,
11,Yhteystiedot,,21.11.2022,
12,Postiosoite,c/o Samuli Tähtinen  Bergeninkatu 4 G 53  20320  Turku  Suomi,,
13,Käyntiosoite,c/o Samuli Tähtinen  Hämeenkatu 6 lh. 3  20500  Turku  Suomi,,
14,Puhelin,0442114113,,
15,Sähköposti,samuli.tahtinen(a)hotmail.com,,
16,Www,http://starimage.fi,,
