,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,1447 Mika Anttonen Oy,08.01.2016,
1,Y-tunnus,2730193-8,,
2,Kotipaikka,Lahti,08.01.2016,
3,Yritysmuoto,Osakeyhtiö,08.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,08.01.2016,,
6,Viimeisin rekisteröintiajankohta,22.07.2020,22.07.2020,
7,Yrityksen tiedot järjestelmässä alkaen,08.01.2016,,
8,Yrityksen tila,Rekisterissä,08.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,11.04.2018,
12,Postiosoite,Erkontie 16  16300  Orimattila  Suomi,,
13,Käyntiosoite,Erkontie 16  16300  Orimattila  Suomi,,
