,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Klistec Oy,10.06.2015,
1,Y-tunnus,2690868-2,,
2,Kotipaikka,Vantaa,10.06.2015,
3,Yritysmuoto,Osakeyhtiö,10.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,10.06.2015,,
6,Viimeisin rekisteröintiajankohta,15.04.2022,15.04.2022,
7,Yrityksen tiedot järjestelmässä alkaen,10.06.2015,,
8,Yrityksen tila,Rekisterissä,10.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,21.08.2020,
11,Yhteystiedot,,21.06.2021,
12,Postiosoite,Lummetie 1 G 126  01300  Vantaa  Suomi,,
13,Sähköposti,kert.kliss(a)hotmail.com,,
