,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Piper Consulting Oy,30.09.2020,
1,Y-tunnus,2696241-9,,
2,Kotipaikka,Porvoo,15.06.2015,
3,Yritysmuoto,Osakeyhtiö,15.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,15.06.2015,,
6,Viimeisin rekisteröintiajankohta,25.07.2022,25.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,15.06.2015,,
8,Yrityksen tila,Rekisterissä,15.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,03.03.2020,
11,Yhteystiedot,,03.11.2022,
12,Postiosoite,Linnankoskenkatu 28 A  06100  Porvoo  Suomi,,
13,Käyntiosoite,Linnankoskenkatu 28 A  06100  Porvoo  Suomi,,
14,Puhelin,0405605644,,
15,Sähköposti,paivi.sihvonen(a)piper.fi,,
16,Www,http://www.piper.fi,,
