,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,YSP-halli Oy,27.07.2015,
1,Y-tunnus,2700722-9,,
2,Kotipaikka,Ylivieska,27.07.2015,
3,Yritysmuoto,Osakeyhtiö,27.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,27.07.2015,,
6,Viimeisin rekisteröintiajankohta,22.07.2022,22.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,27.07.2015,,
8,Yrityksen tila,Rekisterissä,27.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,15.07.2015,
12,Postiosoite,c/o Juhani Nevala  Pajalankatu 3 A 6  84100  Ylivieska  Suomi,,
13,Puhelin,+358440424067,,
14,Sähköposti,juhani.nevala(a)hotmail.com,,
