,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Aaltonen Ventures Oy,09.04.2015,
1,Y-tunnus,2683513-7,,
2,Kotipaikka,Kerava,09.04.2015,
3,Yritysmuoto,Osakeyhtiö,09.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,09.04.2015,,
6,Viimeisin rekisteröintiajankohta,17.05.2022,17.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,09.04.2015,,
8,Yrityksen tila,Rekisterissä,09.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,31.07.2020,
11,Yhteystiedot,,29.09.2020,
12,Postiosoite,Junailijankatu 2 A 2  04200  Kerava  Suomi,,
13,Puhelin,0442706760,,
14,Sähköposti,aaltonen.atte(a)gmail.com,,
