,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Roadztone Oy,20.05.2015,
1,Y-tunnus,2688269-7,,
2,Kotipaikka,Saarijärvi,20.05.2015,
3,Yritysmuoto,Osakeyhtiö,20.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,20.05.2015,,
6,Viimeisin rekisteröintiajankohta,07.10.2022,07.10.2022,
7,Yrityksen tiedot järjestelmässä alkaen,20.05.2015,,
8,Yrityksen tila,Rekisterissä,20.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,26.11.2019,
11,Yhteystiedot,,28.04.2015,
12,Postiosoite,Pentinniementie 18  43100  Saarijärvi  Suomi,,
13,Käyntiosoite,Pentinniementie 18  43100  Saarijärvi  Suomi,,
14,Puhelin,"040076180, 0400761850",,
15,Sähköposti,pekupit(a)gmail.com,,
