,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Magic-Invest Oy,13.03.2015,
1,Y-tunnus,2677095-1,,
2,Kotipaikka,Oulu,13.03.2015,
3,Yritysmuoto,Osakeyhtiö,13.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,13.03.2015,,
6,Viimeisin rekisteröintiajankohta,10.02.2023,10.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,13.03.2015,,
8,Yrityksen tila,Rekisterissä,13.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,09.02.2023,
12,Postiosoite,Heikkisenkuja 4  90800  Oulu  Suomi,,
13,Käyntiosoite,Heikkisenkuja 4  90800  Oulu  Suomi,,
14,Puhelin,0400581223,,
15,Sähköposti,marko.kanniainen(a)pminvest.fi,,
