,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Jaana Sivonen Design Oy,19.11.2015,
1,Y-tunnus,2724581-7,,
2,Kotipaikka,Helsinki,19.11.2015,
3,Yritysmuoto,Osakeyhtiö,19.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,19.11.2015,,
6,Viimeisin rekisteröintiajankohta,28.04.2023,28.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,19.11.2015,,
8,Yrityksen tila,Rekisterissä,19.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,12.11.2015,
12,Postiosoite,Punatuvantie 9 B  00680  Helsinki  Suomi,,
13,Käyntiosoite,Punatuvantie 9 B  00680  Helsinki  Suomi,,
14,Puhelin,"0505943388, 0505943388",,
15,Sähköposti,jaana.sivonen70(a)gmail.com,,
