,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Modeco Oy,09.12.2015,
1,Y-tunnus,2729232-2,,
2,Kotipaikka,Oulu,09.12.2015,
3,Yritysmuoto,Osakeyhtiö,09.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,09.12.2015,,
6,Viimeisin rekisteröintiajankohta,13.05.2023,13.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,09.12.2015,,
8,Yrityksen tila,Rekisterissä,09.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,22.06.2020,
11,Yhteystiedot,,22.02.2019,
12,Postiosoite,c/o A-Insinöörit Rakennuttaminen  Alasintie 10  90400  Oulu  Suomi,,
13,Sähköposti,riikka.ha(a)live.com,,
