,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Ikap Oy,11.02.2015,
1,Y-tunnus,2672657-1,,
2,Kotipaikka,Turku,11.02.2015,
3,Yritysmuoto,Osakeyhtiö,11.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,11.02.2015,,
6,Viimeisin rekisteröintiajankohta,22.01.2020,22.01.2020,
7,Yrityksen tiedot järjestelmässä alkaen,11.02.2015,,
8,Yrityksen tila,Rekisterissä,11.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,07.03.2019,
12,Postiosoite,c/o Scheinin  Sirkkalankatu 16a B 35  20500  Turku  Suomi,,
13,Käyntiosoite,c/o Scheinin  Sirkkalankatu 16a B 35  20500  Turku  Suomi,,
