,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,POW OY,26.01.2015,
1,Y-tunnus,2664506-9,,
2,Kotipaikka,Helsinki,26.01.2015,
3,Yritysmuoto,Osakeyhtiö,26.01.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,26.01.2015,,
6,Viimeisin rekisteröintiajankohta,02.02.2023,02.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,26.01.2015,,
8,Yrityksen tila,Rekisterissä,26.01.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.07.2020,
11,Yhteystiedot,,30.06.2020,
12,Postiosoite,Ritobergsvägen 19 D  00330  Helsinki  Suomi,,
13,Käyntiosoite,Ritobergsvägen 19 D  00330  Helsinki  Suomi,,
14,Puhelin,+358447511022,,
15,Sähköposti,albrechtkatri(a)gmail.com,,
