,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Makrak Oy,18.03.2022,
1,Y-tunnus,2702392-3,,
2,Kotipaikka,Hollola,06.08.2015,
3,Yritysmuoto,Osakeyhtiö,06.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,06.08.2015,,
6,Viimeisin rekisteröintiajankohta,08.08.2022,08.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,06.08.2015,,
8,Yrityksen tila,Rekisterissä,06.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,08.08.2022,
11,Yhteystiedot,,25.01.2022,
12,Postiosoite,Kulmalantie 112  15270  Kukkila  Suomi,,
13,Käyntiosoite,Kulmalantie 112  15270  Kukkila  Suomi,,
14,Puhelin,0453508208,,
15,Sähköposti,marko.jarvansalo(a)gmail.com,,
