,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Somo Oy,07.03.2016,
1,Y-tunnus,2734873-6,,
2,Kotipaikka,Pori,15.01.2016,
3,Yritysmuoto,Osakeyhtiö,15.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,15.01.2016,,
6,Viimeisin rekisteröintiajankohta,18.11.2022,18.11.2022,
7,Yrityksen tiedot järjestelmässä alkaen,15.01.2016,,
8,Yrityksen tila,Rekisterissä,15.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,07.01.2016,
12,Postiosoite,Antinkatu 11  28100  Pori  Suomi,,
13,Käyntiosoite,Antinkatu 11  28100  Pori  Suomi,,
14,Puhelin,"0443330646, 0443330646",,
15,Sähköposti,niclas.rqvist(a)gmail.com,,
