,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Korpikannan Lomituspalvelut Oy,17.12.2015,
1,Y-tunnus,2731126-3,,
2,Kotipaikka,Lapinlahti,17.12.2015,
3,Yritysmuoto,Osakeyhtiö,17.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,17.12.2015,,
6,Viimeisin rekisteröintiajankohta,27.02.2021,27.02.2021,
7,Yrityksen tiedot järjestelmässä alkaen,17.12.2015,,
8,Yrityksen tila,Rekisterissä,17.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,11.12.2015,
12,Postiosoite,Rautavaarantie 227  73250  Korpijärvi  Suomi,,
13,Käyntiosoite,Rautavaarantie 227  73250  Korpijärvi  Suomi,,
14,Puhelin,0405539581,,
